customer_id,name,email,age,gender,city,state,country,segment,signup_date
48,Cust_48,cust48@mail.com,30,F,Chennai,TN,India,Premium,2021-01-27
49,Cust_49,cust49@mail.com,35,F,Kolkata,WB,India,Premium,2021-01-10
50,Cust_50,cust50@mail.com,69,M,Mumbai,MH,India,Regular,2022-06-26
51,Cust_51,cust51@mail.com,18,M,Jaipur,RJ,India,Premium,2024-09-08
52,Cust_52,cust52@mail.com,49,F,Delhi,DL,India,Premium,2022-04-12
53,Cust_53,cust53@mail.com,28,F,Kolkata,WB,India,Regular,2020-04-30
54,Cust_54,cust54@mail.com,68,F,Kolkata,WB,India,Gold,2021-06-27
55,Cust_55,cust55@mail.com,64,F,Kolkata,WB,India,Premium,2023-11-27
56,Cust_56,cust56@mail.com,31,M,Chennai,TN,India,Regular,2021-08-30
57,Cust_57,cust57@mail.com,21,F,Pune,MH,India,Premium,2020-04-27
58,Cust_58,cust58@mail.com,23,M,Bengaluru,KA,India,Regular,2022-11-06
59,Cust_59,cust59@mail.com,61,M,Lucknow,UP,India,Platinum,2020-05-19
60,Cust_60,cust60@mail.com,33,M,Mumbai,MH,India,Regular,2023-03-12
61,Cust_61,cust61@mail.com,55,F,Kolkata,WB,India,Gold,2023-09-08
62,Cust_62,cust62@mail.com,63,F,Chennai,TN,India,Premium,2023-10-03
63,Cust_63,cust63@mail.com,26,F,Hyderabad,TG,India,Platinum,2022-03-21
64,Cust_64,cust64@mail.com,22,M,Pune,MH,India,Platinum,2024-03-19
65,Cust_65,cust65@mail.com,24,M,Lucknow,UP,India,Premium,2023-02-27
66,Cust_66,cust66@mail.com,26,F,Jaipur,RJ,India,Regular,2021-06-27
67,Cust_67,cust67@mail.com,36,M,Chennai,TN,India,Platinum,2022-01-26
68,Cust_68,cust68@mail.com,37,M,Jaipur,RJ,India,Gold,2023-12-11
69,Cust_69,cust69@mail.com,26,F,Mumbai,MH,India,Regular,2024-12-03
70,Cust_70,cust70@mail.com,53,M,Mumbai,MH,India,Gold,2024-02-29
71,Cust_71,cust71@mail.com,31,F,Hyderabad,TG,India,Premium,2023-05-23
72,Cust_72,cust72@mail.com,49,F,Hyderabad,TG,India,Regular,2022-11-01
73,Cust_73,cust73@mail.com,45,F,Mumbai,MH,India,Regular,2023-07-23
74,Cust_74,cust74@mail.com,67,M,Bengaluru,KA,India,Gold,2021-11-14
75,Cust_75,cust75@mail.com,46,F,Delhi,DL,India,Regular,2024-02-27
76,Cust_76,cust76@mail.com,62,M,Mumbai,MH,India,Regular,2020-06-03
77,Cust_77,cust77@mail.com,53,M,Pune,MH,India,Platinum,2023-04-07
78,Cust_78,cust78@mail.com,37,F,Delhi,DL,India,Regular,2020-03-26
79,Cust_79,cust79@mail.com,61,M,Pune,MH,India,Regular,2021-03-06
80,Cust_80,cust80@mail.com,53,F,Pune,MH,India,Premium,2024-05-16
81,Cust_81,cust81@mail.com,28,M,Chennai,TN,India,Platinum,2024-11-05
82,Cust_82,cust82@mail.com,65,F,Bengaluru,KA,India,Platinum,2021-01-02
83,Cust_83,cust83@mail.com,28,M,Chennai,TN,India,Platinum,2021-06-30
84,Cust_84,cust84@mail.com,48,M,Bengaluru,KA,India,Premium,2024-10-24
85,Cust_85,cust85@mail.com,37,M,Ahmedabad,GJ,India,Premium,2021-12-17
86,Cust_86,cust86@mail.com,30,F,Bengaluru,KA,India,Gold,2023-09-13
87,Cust_87,cust87@mail.com,22,F,Hyderabad,TG,India,Gold,2024-11-05
88,Cust_88,cust88@mail.com,61,F,Jaipur,RJ,India,Regular,2022-03-29
89,Cust_89,cust89@mail.com,34,M,Mumbai,MH,India,Gold,2024-12-01
90,Cust_90,cust90@mail.com,56,F,Bengaluru,KA,India,Gold,2020-08-10
91,Cust_91,cust91@mail.com,56,M,Pune,MH,India,Platinum,2022-06-12
92,Cust_92,cust92@mail.com,34,M,Lucknow,UP,India,Platinum,2021-01-24
93,Cust_93,cust93@mail.com,69,M,Bengaluru,KA,India,Gold,2022-11-30
94,Cust_94,cust94@mail.com,60,F,Kolkata,WB,India,Gold,2020-05-23
95,Cust_95,cust95@mail.com,37,F,Mumbai,MH,India,Platinum,2024-01-14
96,Cust_96,cust96@mail.com,62,F,Pune,MH,India,Premium,2022-04-04
97,Cust_97,cust97@mail.com,60,F,Chennai,TN,India,Premium,2022-05-11
98,Cust_98,cust98@mail.com,37,F,Lucknow,UP,India,Regular,2023-03-11
99,Cust_99,cust99@mail.com,31,F,Hyderabad,TG,India,Gold,2021-08-10
100,Cust_100,cust100@mail.com,46,M,Ahmedabad,GJ,India,Platinum,2022-06-23
101,Cust_101,cust101@mail.com,23,F,Delhi,DL,India,Gold,2023-09-11
102,Cust_102,cust102@mail.com,66,M,Mumbai,MH,India,Gold,2024-08-03
103,Cust_103,cust103@mail.com,30,M,Chennai,TN,India,Regular,2024-07-09
104,Cust_104,cust104@mail.com,48,M,Bengaluru,KA,India,Platinum,2021-05-16
105,Cust_105,cust105@mail.com,54,M,Kolkata,WB,India,Platinum,2023-07-13
106,Cust_106,cust106@mail.com,33,M,Ahmedabad,GJ,India,Regular,2022-03-29
107,Cust_107,cust107@mail.com,45,M,Mumbai,MH,India,Premium,2024-05-13
108,Cust_108,cust108@mail.com,21,M,Jaipur,RJ,India,Regular,2022-08-09
109,Cust_109,cust109@mail.com,69,F,Ahmedabad,GJ,India,Gold,2020-09-30
110,Cust_110,cust110@mail.com,70,F,Ahmedabad,GJ,India,Platinum,2023-06-08
111,Cust_111,cust111@mail.com,48,F,Delhi,DL,India,Gold,2024-03-03
112,Cust_112,cust112@mail.com,58,F,Chennai,TN,India,Platinum,2024-09-16
113,Cust_113,cust113@mail.com,46,M,Chennai,TN,India,Gold,2021-07-16
114,Cust_114,cust114@mail.com,39,F,Chennai,TN,India,Regular,2021-07-10
115,Cust_115,cust115@mail.com,32,F,Delhi,DL,India,Premium,2020-11-04
116,Cust_116,cust116@mail.com,44,F,Chennai,TN,India,Gold,2020-05-11
117,Cust_117,cust117@mail.com,44,M,Jaipur,RJ,India,Premium,2022-08-12
118,Cust_118,cust118@mail.com,67,M,Kolkata,WB,India,Platinum,2022-03-08
119,Cust_119,cust119@mail.com,40,F,Ahmedabad,GJ,India,Platinum,2020-01-13
120,Cust_120,cust120@mail.com,65,M,Kolkata,WB,India,Platinum,2023-01-07
121,Cust_121,cust121@mail.com,45,F,Chennai,TN,India,Regular,2021-07-12
122,Cust_122,cust122@mail.com,60,F,Kolkata,WB,India,Premium,2021-11-19
123,Cust_123,cust123@mail.com,57,M,Ahmedabad,GJ,India,Platinum,2020-09-18
124,Cust_124,cust124@mail.com,60,M,Lucknow,UP,India,Regular,2023-03-01
125,Cust_125,cust125@mail.com,47,M,Kolkata,WB,India,Regular,2020-10-04
126,Cust_126,cust126@mail.com,38,M,Hyderabad,TG,India,Platinum,2022-02-15
127,Cust_127,cust127@mail.com,66,F,Pune,MH,India,Gold,2021-11-22
128,Cust_128,cust128@mail.com,23,F,Kolkata,WB,India,Regular,2021-05-31
129,Cust_129,cust129@mail.com,40,M,Jaipur,RJ,India,Regular,2020-04-16
130,Cust_130,cust130@mail.com,19,M,Bengaluru,KA,India,Premium,2024-03-24
131,Cust_131,cust131@mail.com,27,M,Bengaluru,KA,India,Premium,2023-06-26
132,Cust_132,cust132@mail.com,25,M,Ahmedabad,GJ,India,Platinum,2023-10-03
133,Cust_133,cust133@mail.com,41,M,Hyderabad,TG,India,Regular,2024-04-19
134,Cust_134,cust134@mail.com,24,M,Delhi,DL,India,Gold,2021-09-29
135,Cust_135,cust135@mail.com,42,F,Lucknow,UP,India,Premium,2023-10-19
136,Cust_136,cust136@mail.com,62,M,Mumbai,MH,India,Regular,2023-04-27
137,Cust_137,cust137@mail.com,61,M,Hyderabad,TG,India,Regular,2024-10-07
138,Cust_138,cust138@mail.com,45,F,Pune,MH,India,Regular,2022-12-27
139,Cust_139,cust139@mail.com,39,M,Jaipur,RJ,India,Platinum,2023-08-19
140,Cust_140,cust140@mail.com,45,F,Ahmedabad,GJ,India,Platinum,2020-08-04
141,Cust_141,cust141@mail.com,29,F,Delhi,DL,India,Platinum,2022-06-10
142,Cust_142,cust142@mail.com,70,F,Ahmedabad,GJ,India,Gold,2022-06-11
143,Cust_143,cust143@mail.com,23,F,Chennai,TN,India,Platinum,2024-08-28
144,Cust_144,cust144@mail.com,47,F,Chennai,TN,India,Gold,2024-03-16
145,Cust_145,cust145@mail.com,38,M,Bengaluru,KA,India,Platinum,2022-10-09
146,Cust_146,cust146@mail.com,69,F,Chennai,TN,India,Gold,2021-12-27
147,Cust_147,cust147@mail.com,62,F,Hyderabad,TG,India,Regular,2023-05-05
148,Cust_148,cust148@mail.com,23,M,Jaipur,RJ,India,Platinum,2021-01-26
149,Cust_149,cust149@mail.com,66,M,Ahmedabad,GJ,India,Platinum,2023-02-11
150,Cust_150,cust150@mail.com,68,M,Ahmedabad,GJ,India,Regular,2022-07-06
151,Cust_151,cust151@mail.com,43,M,Hyderabad,TG,India,Gold,2021-03-29
152,Cust_152,cust152@mail.com,48,F,Lucknow,UP,India,Platinum,2022-01-25
153,Cust_153,cust153@mail.com,40,F,Jaipur,RJ,India,Gold,2021-11-08
154,Cust_154,cust154@mail.com,32,M,Hyderabad,TG,India,Premium,2021-05-29
155,Cust_155,cust155@mail.com,65,M,Pune,MH,India,Premium,2020-09-01
156,Cust_156,cust156@mail.com,48,F,Chennai,TN,India,Gold,2024-02-21
157,Cust_157,cust157@mail.com,30,F,Mumbai,MH,India,Premium,2024-09-01
158,Cust_158,cust158@mail.com,37,M,Pune,MH,India,Premium,2021-01-02
159,Cust_159,cust159@mail.com,21,F,Hyderabad,TG,India,Premium,2020-04-03
160,Cust_160,cust160@mail.com,18,F,Ahmedabad,GJ,India,Platinum,2020-07-29
161,Cust_161,cust161@mail.com,39,M,Ahmedabad,GJ,India,Regular,2022-06-21
162,Cust_162,cust162@mail.com,48,M,Hyderabad,TG,India,Regular,2024-10-30
163,Cust_163,cust163@mail.com,22,M,Kolkata,WB,India,Premium,2022-10-04
164,Cust_164,cust164@mail.com,54,F,Delhi,DL,India,Regular,2024-07-19
165,Cust_165,cust165@mail.com,53,F,Chennai,TN,India,Premium,2020-08-30
166,Cust_166,cust166@mail.com,46,F,Jaipur,RJ,India,Gold,2022-02-18
167,Cust_167,cust167@mail.com,37,M,Lucknow,UP,India,Regular,2022-05-28
168,Cust_168,cust168@mail.com,31,F,Chennai,TN,India,Regular,2023-07-05
169,Cust_169,cust169@mail.com,29,M,Delhi,DL,India,Premium,2021-05-06
170,Cust_170,cust170@mail.com,46,F,Bengaluru,KA,India,Gold,2022-04-16
171,Cust_171,cust171@mail.com,36,F,Bengaluru,KA,India,Platinum,2021-04-19
172,Cust_172,cust172@mail.com,32,F,Mumbai,MH,India,Premium,2023-11-08
173,Cust_173,cust173@mail.com,52,M,Kolkata,WB,India,Premium,2020-08-23
174,Cust_174,cust174@mail.com,27,M,Hyderabad,TG,India,Regular,2024-08-19
175,Cust_175,cust175@mail.com,37,F,Delhi,DL,India,Platinum,2024-06-11
176,Cust_176,cust176@mail.com,62,F,Mumbai,MH,India,Platinum,2022-08-17
177,Cust_177,cust177@mail.com,52,F,Hyderabad,TG,India,Platinum,2022-10-21
178,Cust_178,cust178@mail.com,20,F,Mumbai,MH,India,Gold,2023-05-09
179,Cust_179,cust179@mail.com,19,M,Lucknow,UP,India,Premium,2021-05-27
180,Cust_180,cust180@mail.com,19,F,Lucknow,UP,India,Regular,2023-04-17
181,Cust_181,cust181@mail.com,51,F,Delhi,DL,India,Gold,2022-08-21
182,Cust_182,cust182@mail.com,45,F,Delhi,DL,India,Regular,2023-04-13
183,Cust_183,cust183@mail.com,44,F,Ahmedabad,GJ,India,Gold,2021-12-13
184,Cust_184,cust184@mail.com,28,F,Mumbai,MH,India,Platinum,2024-10-22
185,Cust_185,cust185@mail.com,60,F,Ahmedabad,GJ,India,Regular,2021-08-13
186,Cust_186,cust186@mail.com,38,F,Ahmedabad,GJ,India,Gold,2020-06-29
187,Cust_187,cust187@mail.com,43,M,Mumbai,MH,India,Platinum,2024-05-01
188,Cust_188,cust188@mail.com,30,F,Kolkata,WB,India,Platinum,2020-04-21
189,Cust_189,cust189@mail.com,21,M,Ahmedabad,GJ,India,Gold,2024-04-05
190,Cust_190,cust190@mail.com,36,F,Jaipur,RJ,India,Platinum,2020-09-25
191,Cust_191,cust191@mail.com,58,M,Mumbai,MH,India,Premium,2020-02-29
192,Cust_192,cust192@mail.com,18,F,Hyderabad,TG,India,Regular,2023-02-02
193,Cust_193,cust193@mail.com,25,F,Chennai,TN,India,Regular,2024-09-19
194,Cust_194,cust194@mail.com,63,F,Delhi,DL,India,Gold,2022-10-17
195,Cust_195,cust195@mail.com,48,F,Kolkata,WB,India,Premium,2024-09-05
196,Cust_196,cust196@mail.com,27,F,Ahmedabad,GJ,India,Premium,2023-02-02
197,Cust_197,cust197@mail.com,65,M,Lucknow,UP,India,Regular,2022-11-06
198,Cust_198,cust198@mail.com,68,F,Hyderabad,TG,India,Gold,2024-05-01
199,Cust_199,cust199@mail.com,70,M,Jaipur,RJ,India,Gold,2021-07-01
200,Cust_200,cust200@mail.com,55,F,Hyderabad,TG,India,Premium,2024-09-11
201,Cust_201,cust201@mail.com,48,F,Ahmedabad,GJ,India,Gold,2023-01-08
202,Cust_202,cust202@mail.com,52,F,Jaipur,RJ,India,Platinum,2024-04-11
203,Cust_203,cust203@mail.com,30,M,Pune,MH,India,Platinum,2024-11-15
204,Cust_204,cust204@mail.com,67,F,Chennai,TN,India,Regular,2024-10-19
205,Cust_205,cust205@mail.com,48,F,Pune,MH,India,Platinum,2024-03-05
206,Cust_206,cust206@mail.com,20,M,Delhi,DL,India,Gold,2022-10-11
207,Cust_207,cust207@mail.com,46,M,Mumbai,MH,India,Platinum,2024-11-25
208,Cust_208,cust208@mail.com,27,F,Bengaluru,KA,India,Premium,2024-01-19
209,Cust_209,cust209@mail.com,68,F,Mumbai,MH,India,Gold,2022-08-19
210,Cust_210,cust210@mail.com,43,M,Lucknow,UP,India,Gold,2023-11-19
211,Cust_211,cust211@mail.com,38,F,Jaipur,RJ,India,Regular,2022-02-17
212,Cust_212,cust212@mail.com,33,F,Lucknow,UP,India,Premium,2020-05-20
213,Cust_213,cust213@mail.com,24,M,Mumbai,MH,India,Platinum,2022-06-07
214,Cust_214,cust214@mail.com,37,M,Delhi,DL,India,Regular,2023-11-22
215,Cust_215,cust215@mail.com,21,F,Pune,MH,India,Gold,2024-06-18
216,Cust_216,cust216@mail.com,27,M,Pune,MH,India,Platinum,2022-06-01
217,Cust_217,cust217@mail.com,68,M,Lucknow,UP,India,Premium,2023-10-28
218,Cust_218,cust218@mail.com,57,F,Delhi,DL,India,Premium,2020-06-10
219,Cust_219,cust219@mail.com,27,M,Ahmedabad,GJ,India,Platinum,2023-04-09
220,Cust_220,cust220@mail.com,34,M,Hyderabad,TG,India,Platinum,2022-07-30
221,Cust_221,cust221@mail.com,52,M,Hyderabad,TG,India,Regular,2023-10-19
222,Cust_222,cust222@mail.com,55,F,Ahmedabad,GJ,India,Platinum,2021-12-08
223,Cust_223,cust223@mail.com,37,M,Hyderabad,TG,India,Platinum,2022-07-24
224,Cust_224,cust224@mail.com,33,F,Ahmedabad,GJ,India,Gold,2020-08-06
225,Cust_225,cust225@mail.com,62,F,Lucknow,UP,India,Regular,2021-08-28
226,Cust_226,cust226@mail.com,18,M,Kolkata,WB,India,Platinum,2021-07-16
227,Cust_227,cust227@mail.com,69,M,Hyderabad,TG,India,Gold,2024-05-07
228,Cust_228,cust228@mail.com,30,F,Chennai,TN,India,Premium,2023-07-27
229,Cust_229,cust229@mail.com,59,M,Mumbai,MH,India,Gold,2023-07-09
230,Cust_230,cust230@mail.com,55,F,Ahmedabad,GJ,India,Premium,2020-03-09
231,Cust_231,cust231@mail.com,38,F,Mumbai,MH,India,Premium,2021-08-27
232,Cust_232,cust232@mail.com,68,F,Chennai,TN,India,Gold,2020-09-27
233,Cust_233,cust233@mail.com,70,F,Delhi,DL,India,Gold,2021-06-10
234,Cust_234,cust234@mail.com,25,F,Pune,MH,India,Regular,2024-07-05
235,Cust_235,cust235@mail.com,32,F,Delhi,DL,India,Gold,2024-03-24
236,Cust_236,cust236@mail.com,43,M,Mumbai,MH,India,Gold,2024-06-07
237,Cust_237,cust237@mail.com,47,F,Jaipur,RJ,India,Gold,2020-09-10
238,Cust_238,cust238@mail.com,70,F,Lucknow,UP,India,Regular,2022-02-19
239,Cust_239,cust239@mail.com,19,F,Chennai,TN,India,Premium,2022-08-23
240,Cust_240,cust240@mail.com,70,F,Mumbai,MH,India,Gold,2023-07-25
241,Cust_241,cust241@mail.com,26,M,Kolkata,WB,India,Regular,2020-08-26
242,Cust_242,cust242@mail.com,25,M,Hyderabad,TG,India,Premium,2022-10-05
243,Cust_243,cust243@mail.com,42,F,Jaipur,RJ,India,Gold,2020-10-04
244,Cust_244,cust244@mail.com,55,M,Jaipur,RJ,India,Platinum,2022-05-08
245,Cust_245,cust245@mail.com,49,F,Mumbai,MH,India,Gold,2024-09-03
246,Cust_246,cust246@mail.com,41,M,Bengaluru,KA,India,Platinum,2023-11-14
247,Cust_247,cust247@mail.com,41,M,Ahmedabad,GJ,India,Gold,2021-04-28
248,Cust_248,cust248@mail.com,40,M,Jaipur,RJ,India,Platinum,2023-08-13
249,Cust_249,cust249@mail.com,25,F,Hyderabad,TG,India,Regular,2021-01-23
250,Cust_250,cust250@mail.com,58,M,Chennai,TN,India,Regular,2023-08-07
251,Cust_251,cust251@mail.com,26,M,Pune,MH,India,Regular,2021-05-13
252,Cust_252,cust252@mail.com,55,M,Jaipur,RJ,India,Premium,2021-02-28
253,Cust_253,cust253@mail.com,27,M,Pune,MH,India,Gold,2024-05-04
254,Cust_254,cust254@mail.com,52,F,Delhi,DL,India,Premium,2020-09-23
255,Cust_255,cust255@mail.com,19,M,Mumbai,MH,India,Regular,2023-09-15
256,Cust_256,cust256@mail.com,68,M,Pune,MH,India,Gold,2024-06-05
257,Cust_257,cust257@mail.com,34,M,Bengaluru,KA,India,Premium,2020-12-22
258,Cust_258,cust258@mail.com,25,M,Kolkata,WB,India,Platinum,2022-12-13
259,Cust_259,cust259@mail.com,41,M,Ahmedabad,GJ,India,Platinum,2024-05-12
260,Cust_260,cust260@mail.com,57,M,Jaipur,RJ,India,Gold,2021-03-29
261,Cust_261,cust261@mail.com,19,M,Ahmedabad,GJ,India,Platinum,2023-08-10
262,Cust_262,cust262@mail.com,61,M,Kolkata,WB,India,Platinum,2022-05-23
263,Cust_263,cust263@mail.com,23,F,Ahmedabad,GJ,India,Premium,2020-05-30
264,Cust_264,cust264@mail.com,35,F,Mumbai,MH,India,Platinum,2020-09-15
265,Cust_265,cust265@mail.com,36,F,Lucknow,UP,India,Platinum,2022-12-22
266,Cust_266,cust266@mail.com,62,M,Mumbai,MH,India,Premium,2024-06-12
267,Cust_267,cust267@mail.com,32,F,Kolkata,WB,India,Gold,2022-07-13
268,Cust_268,cust268@mail.com,44,M,Ahmedabad,GJ,India,Gold,2022-03-27
269,Cust_269,cust269@mail.com,60,F,Kolkata,WB,India,Gold,2021-10-02
270,Cust_270,cust270@mail.com,48,M,Delhi,DL,India,Regular,2023-11-07
271,Cust_271,cust271@mail.com,45,M,Mumbai,MH,India,Gold,2020-07-09
272,Cust_272,cust272@mail.com,21,F,Delhi,DL,India,Regular,2023-02-13
273,Cust_273,cust273@mail.com,60,F,Kolkata,WB,India,Regular,2021-12-25
274,Cust_274,cust274@mail.com,37,F,Hyderabad,TG,India,Regular,2023-05-14
275,Cust_275,cust275@mail.com,31,M,Lucknow,UP,India,Platinum,2022-11-05
276,Cust_276,cust276@mail.com,24,F,Chennai,TN,India,Gold,2024-10-01
277,Cust_277,cust277@mail.com,35,M,Mumbai,MH,India,Platinum,2024-04-10
278,Cust_278,cust278@mail.com,70,M,Jaipur,RJ,India,Gold,2024-04-20
279,Cust_279,cust279@mail.com,35,F,Bengaluru,KA,India,Gold,2021-01-04
280,Cust_280,cust280@mail.com,29,M,Pune,MH,India,Platinum,2020-01-13
281,Cust_281,cust281@mail.com,65,M,Mumbai,MH,India,Regular,2020-10-17
282,Cust_282,cust282@mail.com,42,F,Jaipur,RJ,India,Platinum,2021-03-16
283,Cust_283,cust283@mail.com,41,F,Pune,MH,India,Gold,2020-11-18
284,Cust_284,cust284@mail.com,23,M,Lucknow,UP,India,Premium,2023-05-06
285,Cust_285,cust285@mail.com,57,M,Delhi,DL,India,Regular,2024-03-25
286,Cust_286,cust286@mail.com,60,F,Hyderabad,TG,India,Platinum,2022-06-26
287,Cust_287,cust287@mail.com,44,F,Lucknow,UP,India,Premium,2022-06-24
288,Cust_288,cust288@mail.com,40,F,Jaipur,RJ,India,Regular,2020-08-21
289,Cust_289,cust289@mail.com,61,F,Hyderabad,TG,India,Gold,2023-10-20
290,Cust_290,cust290@mail.com,43,M,Bengaluru,KA,India,Regular,2021-03-27
291,Cust_291,cust291@mail.com,31,M,Chennai,TN,India,Gold,2021-09-09
292,Cust_292,cust292@mail.com,25,M,Hyderabad,TG,India,Platinum,2021-11-02
293,Cust_293,cust293@mail.com,26,F,Kolkata,WB,India,Premium,2020-12-25
294,Cust_294,cust294@mail.com,60,F,Jaipur,RJ,India,Regular,2023-02-18
295,Cust_295,cust295@mail.com,65,M,Kolkata,WB,India,Platinum,2024-10-30
296,Cust_296,cust296@mail.com,22,F,Bengaluru,KA,India,Platinum,2022-07-30
297,Cust_297,cust297@mail.com,63,F,Lucknow,UP,India,Gold,2022-04-08
298,Cust_298,cust298@mail.com,19,F,Mumbai,MH,India,Premium,2022-04-09
299,Cust_299,cust299@mail.com,62,F,Lucknow,UP,India,Regular,2022-07-31
300,Cust_300,cust300@mail.com,24,M,Kolkata,WB,India,Platinum,2024-09-25
301,Cust_301,cust301@mail.com,51,M,Lucknow,UP,India,Platinum,2022-03-31
302,Cust_302,cust302@mail.com,39,M,Hyderabad,TG,India,Gold,2024-03-07
303,Cust_303,cust303@mail.com,50,M,Delhi,DL,India,Premium,2020-06-05
304,Cust_304,cust304@mail.com,64,M,Pune,MH,India,Premium,2021-12-20
305,Cust_305,cust305@mail.com,34,M,Mumbai,MH,India,Premium,2020-10-26
306,Cust_306,cust306@mail.com,66,M,Lucknow,UP,India,Premium,2020-11-09
307,Cust_307,cust307@mail.com,66,F,Ahmedabad,GJ,India,Gold,2022-08-08
308,Cust_308,cust308@mail.com,46,M,Pune,MH,India,Platinum,2020-11-05
309,Cust_309,cust309@mail.com,37,F,Ahmedabad,GJ,India,Regular,2023-07-17
310,Cust_310,cust310@mail.com,22,F,Pune,MH,India,Platinum,2022-11-05
311,Cust_311,cust311@mail.com,21,F,Ahmedabad,GJ,India,Gold,2020-03-18
312,Cust_312,cust312@mail.com,23,F,Mumbai,MH,India,Platinum,2023-08-13
313,Cust_313,cust313@mail.com,68,M,Lucknow,UP,India,Platinum,2023-02-09
314,Cust_314,cust314@mail.com,30,F,Lucknow,UP,India,Platinum,2023-08-27
315,Cust_315,cust315@mail.com,21,F,Jaipur,RJ,India,Regular,2020-11-04
316,Cust_316,cust316@mail.com,23,M,Pune,MH,India,Regular,2024-01-02
317,Cust_317,cust317@mail.com,46,F,Chennai,TN,India,Premium,2023-12-20
318,Cust_318,cust318@mail.com,36,F,Pune,MH,India,Platinum,2022-02-02
319,Cust_319,cust319@mail.com,56,M,Pune,MH,India,Gold,2023-10-22
320,Cust_320,cust320@mail.com,24,F,Mumbai,MH,India,Gold,2021-11-06
